Date,Open,High,Low,Close,Volume
2021-06-28,42.42383946892119,43.36062628424834,42.379230903699415,43.04290008544922,13987000
2021-06-29,43.00374791625265,43.45347650570433,42.85535717270498,43.43891143798828,14184000
2021-06-30,43.528134982515304,43.570013899425796,43.01831933599594,43.41069412231445,15381000
2021-07-01,43.501736006167256,43.501736006167256,42.69058591383261,42.75522232055664,11153000
2021-07-02,43.40431367536484,43.56909619229241,41.487048653282365,42.62138748168945,37054000
2021-07-06,42.82441262025685,43.40250423601471,42.6332330439749,43.08660125732422,13870000
2021-07-07,43.24318699873398,43.27596014356295,42.45752751429445,42.746116638183594,12581000
2021-07-08,42.28000804105755,42.8863234457473,42.01963567210201,42.833518981933594,16011000
2021-07-09,42.74884671978664,43.77849016089227,42.60864837680998,43.71476364135742,16782000
2021-07-12,43.81853965036918,44.974726084545786,43.08477142376932,44.221839904785156,33142000
2021-07-13,44.18360126611683,44.38388308420076,43.88044368210028,44.06343078613281,11806000
2021-07-14,44.53592365277045,44.790833191107616,43.766652569997696,43.84312438964844,14020000
2021-07-15,43.996976580230275,44.10349188947328,43.07202876525309,43.45621109008789,12624000
2021-07-16,43.6127992939544,43.72386750215659,42.53855072366569,42.61228942871094,13980000
2021-07-19,42.194423375261486,42.42110920195044,41.6582072448228,42.393798828125,14938000
2021-07-20,42.59590711089864,42.992831335104654,42.17530856926202,42.65963363647461,20727000
2021-07-21,42.75430137770927,43.63282077072199,42.651425610404914,43.60914993286133,13660000
2021-07-22,43.388846167618226,43.60642622244178,43.19857648678325,43.36426544189453,12583000
2021-07-23,43.70110208327708,44.02429101884069,43.40977987820209,43.98514175415039,13489000
2021-07-26,43.89502306744574,44.02793889210704,43.66924710023961,43.902305603027344,11160000
2021-07-27,43.767558876947625,43.86314864370153,42.587701592035515,43.27595138549805,14715000
2021-07-28,43.39794855357529,43.61462219890607,43.181278381079466,43.48443603515625,8359000
2021-07-29,43.559088913810925,44.22913075587853,43.46531889557882,44.07254409790039,9162000
2021-07-30,43.876813850906395,44.275561314519486,43.65923378061935,44.18998718261719,11548000
2021-08-02,44.52226144034847,45.02752407818274,44.01791215789086,44.12442398071289,15619000
2021-08-03,44.1981775753163,44.40483556946192,43.694734572319774,44.3165283203125,11135000
2021-08-04,44.47492979037956,44.60693570801028,44.06343708631635,44.408470153808594,12123000
2021-08-05,44.6479111802028,44.6479111802028,44.14355823861026,44.396644592285156,8372000
2021-08-06,44.15994917080319,44.437616270028364,44.06526925327341,44.19272232055664,9964000
2021-08-09,44.28920301459811,44.320156385214766,43.789403144853146,44.12442398071289,5952000
2021-08-10,44.23550697212234,44.28557831139856,43.50082866556902,43.90412902832031,9319000
2021-08-11,44.13626075444544,44.241866170801224,43.679249660007734,44.02155303955078,9816000
2021-08-12,43.90594667966552,44.15357024274523,43.40068389699905,44.08620071411133,8702000
2021-08-13,43.9359850600821,44.51498648358218,43.8904631425348,44.25917053222656,8582000
2021-08-16,44.1380806468354,44.509514131816246,44.098931389433254,44.439414978027344,9188000
2021-08-17,44.20727200752674,44.26462934067753,43.199479770966626,43.57910919189453,16499000
2021-08-18,43.39340077956692,43.43254657659632,42.63778132271304,42.6942253112793,15616000
2021-08-19,42.45569522877953,43.31873971381908,42.11976448840635,43.109352111816406,14044000
2021-08-20,43.04472990665905,43.35517014516162,42.82805622675376,43.2586669921875,10007000
2021-08-23,43.36425964065584,44.26189705952326,43.306905779251615,43.92141342163086,15707000
2021-08-24,43.916867116845225,43.97513086500652,43.712938789028605,43.82855987548828,9429000
2021-08-25,43.84131084834834,44.26918845149614,43.84131084834834,44.008819580078125,10017000
2021-08-26,43.97148904229244,44.43669610304835,43.75299911261107,44.2209358215332,10836000
2021-08-27,44.42758834634898,45.19504313263557,44.302868435132496,45.1495246887207,16459000
2021-08-30,45.519143374168515,46.233793786229555,45.35982706692593,45.4180908203125,19614000
2021-08-31,45.63657370422344,45.63657370422344,44.85455394579345,45.26513671875,17378000
2021-09-01,45.17956491860358,45.44994940814021,44.87185787478087,44.89643859863281,12586000
2021-09-02,45.13586567620538,45.15316386552122,44.62332043096193,44.7817268371582,16991000
2021-09-03,45.146790468283456,46.065365632515004,45.06758900291079,45.30792999267578,25191000
2021-09-07,45.300648865578765,45.300648865578765,44.69979632644166,45.208702087402344,12398000
2021-09-08,45.48454597421207,45.50912322533038,44.43669450813536,45.007503509521484,13987000
2021-09-09,44.86821178151916,45.400784834078316,44.86821178151916,44.926475524902344,13174000
2021-09-10,45.250576451454904,46.064456077469316,45.2014150048273,45.35071563720703,16110000
2021-09-13,45.701214683594536,45.74400347848508,44.90553966106791,45.42445755004883,14927000
2021-09-14,45.701212250681664,46.01256227292852,45.36983091962953,45.68937683105469,14134000
2021-09-15,45.71214408647546,46.49325063397673,45.466340306778804,46.405853271484375,23346000
2021-09-16,45.99253813363316,46.352139745903266,45.53825662957169,46.188270568847656,17569000
2021-09-17,45.88056174819123,46.21285300084604,45.61017724877183,46.06536865234375,34470000
2021-09-20,45.428108320308624,45.79225939838046,44.46674419548951,45.04756546020508,30105000
2021-09-21,45.25573770548683,45.27958202652037,44.66057071872652,45.02647399902344,16935000
2021-09-22,45.32542584476603,46.12784867180438,45.13926456049547,45.906837463378906,20610000
2021-09-23,46.082909129904316,46.52126180622923,45.90683341939967,46.24706268310547,18370000
2021-09-24,46.06092081336408,46.35712777590294,45.92886397487107,46.30393981933594,10605000
2021-09-27,45.83256529966602,46.386466481828506,45.61247060881591,46.29751205444336,9831000
2021-09-28,45.577618895099256,45.98570795320361,44.98520164798658,45.02922058105469,20124000
2021-09-29,45.26857942227483,45.32727017939581,44.72018099181652,44.888004302978516,15783000
2021-09-30,45.350188764981866,45.350188764981866,44.42946786021136,44.470733642578125,15735000
2021-10-01,44.73851332066231,44.81279592665541,43.789361847767786,44.69266128540039,16052000
2021-10-04,44.47073466043526,44.62021292892518,43.35651303331133,43.647220611572266,20093000
2021-10-05,43.64631215914717,44.91643164549832,43.590371055097414,44.51567840576172,16557000
2021-10-06,44.305672016620356,44.87608166132268,43.991123565166184,44.82380676269531,12042000
2021-10-07,45.176860360062285,45.84356013322012,45.176860360062285,45.29515838623047,13261000
2021-10-08,45.56111837535568,45.66933087574957,45.05306920433435,45.19704818725586,10279000
2021-10-11,45.049399598372815,45.8151395014762,45.01363311854583,45.15027618408203,11186000
2021-10-12,45.47123614992658,45.55010150426506,44.20386668728438,44.50282669067383,20991000
2021-10-13,44.125917553165635,44.51199536412565,43.97735585259806,44.478065490722656,16424000
2021-10-14,45.10626504194388,45.77479817727353,45.01089124420918,45.632652282714844,19233000
2021-10-15,46.25624288184459,46.39013279877032,45.95178351466765,46.15078353881836,25103000
2021-10-18,45.888507006351816,46.217727248516795,45.729856216284716,46.16086959838867,16042000
2021-10-19,46.248902964314254,46.84957618543611,46.015053030926566,46.80555725097656,16383000
2021-10-20,46.861497102222884,47.0843414381519,46.62673410485196,46.71385192871094,13458000
2021-10-21,46.71660126015437,47.20905848136017,46.6414021038861,47.150367736816406,11787000
2021-10-22,47.20446721318213,47.813392806129556,47.04673301162175,47.26591110229492,15367000
2021-10-25,47.45666343809541,48.09951896873003,47.24482472922812,47.87667465209961,12416000
2021-10-26,48.16646394875386,49.06151095035152,48.053668709016534,48.95880126953125,24043000
2021-10-27,48.77080676086279,49.16055434413236,47.85742167991237,47.97205352783203,23500000
2021-10-28,48.066512108802634,48.59931863004185,48.001398502684474,48.56447219848633,11872000
2021-10-29,48.00781084485437,48.80106467810604,48.00781084485437,48.75704574584961,15564000
2021-11-01,48.63508114914732,48.84050051409654,48.138954201989655,48.42507553100586,16896000
2021-11-02,48.37004252011723,49.596146136594115,48.29942962577711,49.25225067138672,16262000
2021-11-03,49.43383366941745,49.86852021036559,48.949628888151906,49.73829650878906,14038000
2021-11-04,49.86944339484902,50.352731689431636,49.60532975268906,50.31146240234375,15956000
2021-11-05,50.438012123055316,51.32480321408021,50.42058715895613,51.25602340698242,18674000
2021-11-08,51.53572645626603,51.711802206352054,51.18082880128556,51.2587776184082,17231000
2021-11-09,51.280775588596555,51.52929730408063,50.909369590799315,51.15330505371094,15838000
2021-11-10,50.83234311588951,51.437599087662505,50.259183919199685,50.32521057128906,18450000
2021-11-11,50.68470196097491,51.090957959377505,50.328884255734884,50.933223724365234,14157000
2021-11-12,51.209253881944115,51.890625588528636,50.85893899576549,51.65035629272461,13592000
2021-11-15,52.06027677544226,52.06027677544226,51.339472458328025,51.88420104980469,13972000
2021-11-16,51.7301443726202,52.229021006424745,51.606340016068984,52.159324645996094,13194000
2021-11-17,52.10154942323514,52.396843272790385,51.73105990846813,52.23910903930664,12532000
2021-11-18,52.37300425908172,52.88930589974119,52.2391143318323,52.71323013305664,12712000
2021-11-19,52.848029750046685,52.933317968961795,51.89887822142375,52.15473937988281,19612000
2021-11-22,52.426184725735524,52.45919805270414,50.66544130340471,50.73880386352539,25898000
2021-11-23,50.659937985191355,50.97540293759607,50.30320375077994,50.90754318237305,17109000
2021-11-24,50.73422226552292,51.2706984612837,50.198659122483896,51.23860168457031,12084000
2021-11-26,50.60032600023747,51.10745854197348,49.82541714952431,50.12529373168945,14219000
2021-11-29,51.00658143177369,52.04744047525866,50.77548465489234,51.7530632019043,18703000
2021-11-30,51.65494113701632,51.81267536116539,50.62142147045233,50.77548599243164,22574000
2021-12-01,51.67420054541812,52.1327279193908,50.74339053597935,50.87453079223633,21980000
2021-12-02,50.07760782464357,51.27344801464598,49.887780316042665,50.662689208984375,22619000
2021-12-03,51.80809361244337,52.18041973788448,50.47469724301383,51.18266296386719,20305000
2021-12-06,51.78150008706396,52.12264598830571,50.98366338033596,51.811763763427734,22482000
2021-12-07,52.45554400907005,54.38777736765938,52.45554400907005,54.14292526245117,29562000
2021-12-08,54.192432250915466,54.192432250915466,53.412017103319755,53.97417068481445,17998000
2021-12-09,53.41384938570472,54.1282343727965,53.41384938570472,53.502803802490234,29080000
2021-12-10,57.2223837788103,59.12710627258234,56.72809340122037,57.92851638793945,57087000
2021-12-13,58.14127496795321,58.17979110113772,56.97019561167902,57.00962829589844,26898000
2021-12-14,56.65931375356342,56.73084321588949,55.540505785486154,56.39061737060547,35956000
2021-12-15,56.45114206452451,58.770373057276686,55.97152349160884,58.67866897583008,29092000
2021-12-16,58.44939673765063,58.75202645914234,56.07789469485557,56.91975021362305,42748000
2021-12-17,56.63087885553913,58.690585780496896,56.40803452963805,58.229305267333984,50661000
2021-12-20,57.43513763928043,59.24998899977874,57.32417200402444,59.15277862548828,32770000
2021-12-21,59.81452099639305,59.940962159000776,58.448601557198145,59.642860412597656,36534000
2021-12-22,59.37335735542015,60.65068256051706,58.99864952399506,60.469783782958984,28383000
2021-12-23,60.55561264776502,61.90307641902289,60.55561264776502,61.35578918457031,23596000
2021-12-27,61.355796947033674,62.41715056376246,61.32441374326964,62.2307243347168,19442000
2021-12-28,62.53250547484559,62.55189025066685,61.56159788906064,61.743412017822266,17247000
2021-12-29,61.81724472406718,62.481741854598845,61.75448537082912,62.07658386230469,14797000
2021-12-30,62.1218150334071,62.36177648343003,61.26719485346688,61.38163757324219,11473000
2021-12-31,61.55607199988649,61.95661804154687,61.21459567332656,61.4120979309082,12046000
2022-01-03,61.496094595281726,61.992621064520705,61.025402768047925,61.219215393066406,22591000
2022-01-04,61.17859444195979,62.03783374256682,60.65714177826167,61.920623779296875,21103000
2022-01-05,61.947385785717486,61.947385785717486,59.252450970014465,59.34382629394531,34961000
