Date,Open,High,Low,Close,Volume
2021-06-28,667.6982651501208,674.2612741344324,667.449873936052,672.6467895507812,623900
2021-06-29,668.6728382360373,673.7551217346904,667.0010367552096,672.2361450195312,400000
2021-06-30,663.5617840998548,665.4437849938003,655.9097598312754,659.9698486328125,767500
2021-07-01,656.5307196361473,660.7723208809302,644.3887024086597,648.955078125,997500
2021-07-02,657.7246994239289,659.0430385568513,653.1487623689698,656.817138671875,449700
2021-07-06,658.6325282340109,662.5588597980609,646.4618216489138,655.2220458984375,788700
2021-07-07,663.0269190632689,664.6318415506421,653.7890377029782,659.3394165039062,442900
2021-07-08,640.9972569315994,645.4108076832712,635.122104511471,643.586181640625,849400
2021-07-09,653.4068213980089,662.0333444805011,648.5920544289604,660.4666137695312,583600
2021-07-12,668.7206917036044,676.8504340134233,667.92776370011,676.1817016601562,618500
2021-07-13,674.6913725048028,678.9042869594479,672.1597638547566,674.853759765625,623300
2021-07-14,687.8077130972295,690.7023456951307,681.0249995450687,684.4927978515625,852000
2021-07-15,680.7289326259369,681.3976649015303,665.7018437719895,672.4845581054688,729400
2021-07-16,671.4718279636604,675.3981587139251,656.1772251177129,656.70263671875,578300
2021-07-19,643.7390148832806,653.7411936488688,641.5800518764574,653.4354858398438,855300
2021-07-20,646.614498136648,657.8872034965401,642.8601171764393,653.4832153320312,805600
2021-07-21,674.3951229042582,688.8681695390849,669.3797187863406,688.7821655273438,1281300
2021-07-22,700.2459144399005,706.9904361948268,691.839153868076,697.3035278320312,946000
2021-07-23,714.3748943575283,722.9632241220993,709.8849610600123,714.7092895507812,1069800
2021-07-26,724.3197628297285,725.0840030818265,714.9385635926568,720.3934326171875,691800
2021-07-27,717.6040714151277,718.5403199199392,700.3033278854119,712.282958984375,881200
2021-07-28,716.4862477716055,727.0329043479954,712.091822108393,725.9056396484375,716500
2021-07-29,727.5965612061369,733.5768423786025,725.905635013696,731.4942626953125,634000
2021-07-30,726.7750684727508,734.3507100227168,722.9728748238632,732.478271484375,488200
2021-08-02,736.3663184037166,741.1715806168875,734.0735391877491,735.2581787109375,499900
2021-08-03,736.0989417964279,745.5756508735134,733.2138716542736,744.69677734375,533700
2021-08-04,756.6190448881279,762.8859089757678,752.597147734515,759.9339599609375,629700
2021-08-05,769.5158325316546,769.6400281523395,755.0045946411936,759.2366333007812,723700
2021-08-06,749.4446922683713,752.0144922070596,745.0502661530815,748.2792358398438,556900
2021-08-09,754.9090303962963,756.8483479344451,750.4954795324168,753.4378662109375,477100
2021-08-10,760.0391001015604,761.4242602300989,748.8045861713413,754.0205688476562,589500
2021-08-11,755.7879822768118,757.8896871029485,746.5022894296277,753.9537353515625,421300
2021-08-12,753.4569043315971,753.4569043315971,743.7413677245302,746.1678466796875,764600
2021-08-13,744.3242427825603,754.3072975311688,741.840388465213,753.7054443359375,454700
2021-08-16,752.6257050292778,755.6253493062051,744.8971823356463,752.1671142578125,426000
2021-08-17,746.8270858438152,748.3842540045491,735.974721116334,741.8594360351562,483600
2021-08-18,741.5345421440568,750.2852597342079,737.5318284809703,737.9330444335938,452500
2021-08-19,727.8259151940788,748.9766056362595,727.19543287951,746.5883178710938,514000
2021-08-20,749.9986909670121,755.5395061166269,743.2446071502482,752.9601440429688,507700
2021-08-23,759.5040198668657,776.1933428949714,759.0645540296213,775.3526611328125,724300
2021-08-24,770.0793620886594,771.6174634805076,765.7613781403172,769.6112670898438,453800
2021-08-25,772.295675218982,777.0244957585359,769.0285145021865,771.770263671875,471100
2021-08-26,772.1525111875346,779.3746906057756,768.2261220330258,774.7031860351562,450000
2021-08-27,777.8652732545585,797.4683565826084,777.406740692715,795.7009887695312,658900
2021-08-30,802.4073349952395,805.3401592306396,799.3694400969595,802.072998046875,491000
2021-08-31,806.075807031156,806.4387731277598,790.2462287493472,795.815673828125,579300
2021-09-01,801.2418708950923,812.7056523556442,799.3026115180757,804.5377197265625,581900
2021-09-02,814.0812354353932,823.5293151354574,810.9382699577116,822.7937622070312,746800
2021-09-03,810.6039422124444,824.4177604729148,810.6039422124444,819.765380859375,698000
2021-09-07,826.6244487462327,830.0540550582709,819.4309575219264,823.2617797851562,780900
2021-09-08,819.2877934575954,821.4755024191209,811.9414177862342,819.6508178710938,714900
2021-09-09,817.2528942867057,824.207615787147,814.0239247769013,815.3613891601562,641900
2021-09-10,832.0221150482648,836.2445913601538,819.0871699034349,820.491455078125,1137400
2021-09-13,830.378838878498,833.2352795782808,822.5643695277129,832.30859375,636000
2021-09-14,844.3266901702049,855.8955432909326,840.3716712337654,848.3867797851562,978300
2021-09-15,847.3549909545374,850.2400614184202,840.1423731026409,849.5904541015625,799700
2021-09-16,837.9449855564042,850.0201807534479,836.3209384482153,847.6605224609375,811400
2021-09-17,835.9960424024878,836.1966795215102,814.3199450738167,821.427490234375,1670500
2021-09-20,801.3946978162058,807.7093163344109,792.6249126102866,803.1715698242188,1122600
2021-09-21,821.5708442850475,823.8349360168837,806.7539003106128,816.5363159179688,905700
2021-09-22,813.7659092940887,832.7002576486,811.50181764098,826.0989990234375,669400
2021-09-23,838.1838850891089,849.0075626159293,838.0596894680772,840.4671020507812,744500
2021-09-24,828.602045212378,834.333935494657,826.4621488362424,829.996826171875,510400
2021-09-27,805.5982678230132,809.9926946270598,795.8253532169647,797.984375,1063900
2021-09-28,759.3226188434376,763.6215364486739,738.5253921258312,745.30810546875,2390100
2021-09-29,749.9223233636828,751.0973422309656,715.6456142884994,716.8875122070312,2216000
2021-09-30,720.5464751174692,728.2558756234525,709.1208845643039,711.8148803710938,1078800
2021-10-01,711.7096273886019,711.7096273886019,695.8227353367669,708.6621704101562,1180400
2021-10-04,696.3291861148431,697.5328341387802,677.34708011316,681.0823364257812,1663500
2021-10-05,692.6415712749905,709.4455878936185,690.3297252856014,700.1217041015625,1201500
2021-10-06,692.9665321433606,701.8700766462973,686.8811790919751,699.7683715820312,973000
2021-10-07,712.1013983584445,719.9923103618656,709.0635033573343,713.4484252929688,1267500
2021-10-08,715.8749337158305,716.2379581308151,696.7400019313944,697.6380004882812,1039700
2021-10-11,690.4827518505351,702.949603614094,689.1261622778238,689.6325073242188,702500
2021-10-12,701.201203883858,701.201203883858,690.1195733036363,692.651123046875,868400
2021-10-13,709.9423682080826,715.9704035481437,706.9331026237936,711.1555786132812,1170000
2021-10-14,735.210334985232,743.846419130583,731.4655168460187,743.5120239257812,1370500
2021-10-15,746.0629917404844,754.3551208146736,741.1717825014034,754.1258544921875,877400
2021-10-18,739.4998648509983,753.103542057094,738.4489832940629,752.9984130859375,1014600
2021-10-19,752.9601746500118,765.799610666679,751.1641777735881,765.1691284179688,956600
2021-10-20,747.2855835803385,750.0560203564111,724.3580239696947,733.3953247070312,1894900
2021-10-21,730.3669853469104,752.3678588867188,729.7364448114554,752.3678588867188,1083100
2021-10-22,762.5228436215447,772.6587212651015,760.6886552404836,765.1785888671875,1294600
2021-10-25,763.9559127306842,767.2995154847442,751.8425246071973,753.2086181640625,786000
2021-10-26,760.813044979602,762.3319634879928,749.1486254523436,755.8740234375,741400
2021-10-27,762.3986471036958,782.3551904145586,761.5770902400941,765.207275390625,949800
2021-10-28,777.7410971475762,785.1925430035006,774.4930025988839,776.8526611328125,687500
2021-10-29,771.1588438656885,778.0658103834777,768.7896815236503,776.556396484375,583800
2021-11-01,770.8532331864628,771.8945522353819,760.8893043172914,771.369140625,573600
2021-11-02,778.0295729545361,783.1728846668201,777.0430242462036,777.7422485351562,503800
2021-11-03,783.852941087712,796.4765673269981,776.2672256003233,794.982421875,566900
2021-11-04,796.5340549394059,817.1360642206,794.5801318981067,814.5883178710938,1058200
2021-11-05,816.2547514616317,818.5630507416838,806.1118204257019,811.2455444335938,735300
2021-11-08,819.3964704647249,820.7756862593736,812.2034798218747,814.052001953125,728100
2021-11-09,816.0440926043232,819.3484693706655,806.4566355996843,814.1668090820312,676500
2021-11-10,794.5896958348129,800.1736106718162,780.7017836917083,783.3261108398438,737700
2021-11-11,798.0951532501153,803.6215442185282,794.1969533353041,798.2100830078125,416000
2021-11-12,804.5411681098101,818.9079746831995,799.847987912362,815.6802368164062,531200
2021-11-15,818.9079930894454,825.2293647403453,816.9828316119505,820.5553588867188,638000
2021-11-16,815.5747857692257,826.1966106126022,811.4754294454526,824.2235717773438,690900
2021-11-17,822.9306535110509,831.3591679459554,821.3981591400883,823.1796875,549400
2021-11-18,840.3814549945758,843.9252785939991,833.8110501904059,842.0097045898438,865800
2021-11-19,830.2578234156218,830.9282861574375,818.400413024705,820.9864501953125,778200
2021-11-22,818.90790975711,823.3711715902239,789.906090460165,790.8926391601562,880800
2021-11-23,777.3974640240176,784.772436501112,759.6401119573886,773.3939208984375,1193000
2021-11-24,748.9895059909368,769.5627540216069,744.6219991894905,768.518798828125,1246700
2021-11-26,753.7399532182229,762.3216858975267,743.2521756206037,749.0084838867188,786300
2021-11-29,761.4501583574707,781.2954744909216,756.6420495034014,780.6058959960938,1410700
2021-11-30,773.001124093873,786.6782914004993,753.9220243358075,758.0979614257812,1144500
2021-12-01,778.259445855255,797.530116695021,768.5666455505091,770.060791015625,1201200
2021-12-02,751.3265128003351,762.8295451900926,745.4648604426775,756.0579833984375,957100
2021-12-03,752.7918807915114,757.3605438552282,727.7649582534192,738.951904296875,1115600
2021-12-06,726.8453904886896,729.2590323931346,710.1032927291035,724.4605102539062,1222900
2021-12-07,754.7360881706248,775.2327515120277,750.6367321188748,771.98583984375,983200
2021-12-08,769.3040785020805,771.01849610046,762.5803953945274,769.9840698242188,551500
2021-12-09,752.973728425811,756.6612430897354,739.7562808125223,739.9957275390625,709100
2021-12-10,744.4686754465489,750.569773697823,739.8712512770568,748.836181640625,602700
2021-12-13,747.6199323144979,748.8363407174368,732.0750653766723,732.1995239257812,615100
2021-12-14,722.5736250854109,728.215004334023,711.8751610648801,722.544921875,842400
2021-12-15,732.2952387524921,759.1419788859118,728.550258717027,758.7780151367188,910700
2021-12-16,765.2720347423427,766.0766017772899,721.80764341157,723.12939453125,1006900
2021-12-17,719.4513446475536,726.0026342456822,712.555324176285,718.2158203125,1656700
2021-12-20,716.0416109461582,724.7766246015746,713.0246166632389,721.0987548828125,647100
2021-12-21,742.9840533540573,751.335985971602,732.7261925146465,749.9854736328125,838100
2021-12-22,744.9667338103384,758.6822509765625,742.2849418412288,758.6822509765625,534800
2021-12-23,761.0958996826668,771.7081378866762,760.55954128412,767.580078125,496600
2021-12-27,760.86616078242,779.246099143786,760.8278118815773,777.17724609375,527500
2021-12-28,782.7994437418372,782.7994437418372,769.1893254454865,770.7984008789062,548500
2021-12-29,764.4194064007653,771.2484327256938,760.8660538683264,768.1260375976562,404900
2021-12-30,769.7639203032563,774.1697176001919,766.1530442127497,766.4403686523438,411900
2021-12-31,767.6759045333645,771.2867804032829,762.2835587881077,762.5325927734375,236400
2022-01-03,762.1494342377857,765.6166185748395,751.8245205566845,763.8255615234375,720600
2022-01-04,760.1284809119611,760.1284809119611,731.0691983967027,746.2980346679688,874100
2022-01-05,733.5785920729586,734.1820025404254,713.5895826965956,714.1929931640625,1193200
2022-01-06,708.3122106732709,731.5193697479443,699.0024911275991,730.9063720703125,2041200
2022-01-07,726.3760477175177,731.1362207246495,712.2103415342862,724.1826782226562,1363300
2022-01-10,686.2736019247079,696.9433053287553,672.6538395531022,696.4739990234375,1973400
